gvkey,cik,datadate,fyear,company name,curcd,Total revenue,Net income(loss),Profitability,ProfitabilityDiff,assests and liabilities other net change,assestsDiff,cash and cash equivalents incease(decrease) ,cashDiff,operating income,incomeDiff,company statement,have 2021
5572,916789,02/28/2021,2020,HELEN OF TROY LTD,USD,2098.799,253.946,0.120995865,0.031778256,240.148,202.748,20.653,8.057,328.008,65.489,A,
64766,917273,12/31/2019,2019,RAMBUS INC,USD,224.027,-90.419,-0.403607601,,-8.715,,-13.734,,-36.614,,A,
64766,917273,12/31/2020,2020,RAMBUS INC,USD,246.322,-40.471,-0.164301199,0.239306402,-4.877,3.838,33.985,47.719,11.683,48.297,A,
65421,917491,12/31/2019,2019,FARO TECHNOLOGIES INC,USD,387.605,-62.147,-0.160335909,,12.594,,24.851,,5.784,,A,
65421,917491,12/31/2020,2020,FARO TECHNOLOGIES INC,USD,304.376,0.629,0.002066523,0.162402432,2.762,-9.832,51.999,27.148,1.615,-4.169,A,
61181,917520,12/31/2019,2019,INTEGRA LIFESCIENCES HOLDNGS,USD,1517.557,50.201,0.033080141,,38.227,,60.073,,376.267,,A,
61181,917520,12/31/2020,2020,INTEGRA LIFESCIENCES HOLDNGS,USD,1371.868,133.892,0.097598311,0.06451817,-45.071,-83.298,271.255,211.182,335.44,-40.827,A,
29968,918160,12/31/2019,2019,AK STEEL HOLDING CORP,USD,6359.4,11.2,0.001761172,,-105.5,,-17.6,,448.7,,I,
29930,918251,03/31/2020,2019,MOTORCAR PARTS OF AMER INC,USD,535.964,-7.29,-0.01360166,,52.027,,39.705,,39.934,,A,
29930,918251,03/31/2021,2020,MOTORCAR PARTS OF AMER INC,USD,540.782,21.476,0.03971286,0.05331452,41.44,-10.587,-34.093,-73.798,47.717,7.783,A,
29894,918541,12/31/2019,2019,NN INC,USD,847.451,-46.741,-0.055154811,,-0.581,,13.715,,102.589,,A,
29894,918541,12/31/2020,2020,NN INC,USD,427.534,-100.592,-0.235284211,-0.1801294,10.169,10.75,16.435,2.72,25.885,-76.704,A,
30032,918646,03/31/2020,2019,EAGLE MATERIALS INC,USD,1450.814,70.894,0.048864982,,-115.092,,110.047,,420.215,,A,
30032,918646,03/31/2021,2020,EAGLE MATERIALS INC,USD,1622.642,339.444,0.209192169,0.160327187,120.904,235.996,149.872,39.825,497.985,77.77,A,
30175,919956,12/31/2019,2019,DIVERSICARE HEALTHCARE SVCS,USD,475.02,-36.063,-0.075918909,,-27.847,,0.025,,6.242,,A,
30175,919956,12/31/2020,2020,DIVERSICARE HEALTHCARE SVCS,USD,475.718,5.159,0.01084466,0.086763569,-1.098,26.749,28.111,28.086,-3.532,-9.774,A,
14960,920148,12/31/2019,2019,LABORATORY CP OF AMER HLDGS,USD,11554.8,823.8,0.071295046,,-149.4,,-89.3,,2032.3,,A,
14960,920148,12/31/2020,2020,LABORATORY CP OF AMER HLDGS,USD,13995.5,1556.1,0.111185738,0.039890692,295.6,445,983.3,1072.6,3672.8,1640.5,A,
30260,920371,12/31/2019,2019,SIMPSON MANUFACTURING INC,USD,1136.539,133.982,0.117885968,,-11.554,,70.03,,213.33,,A,
30260,920371,12/31/2020,2020,SIMPSON MANUFACTURING INC,USD,1267.945,187,0.147482738,0.02959677,7.877,19.431,44.429,-25.601,290.231,76.901,A,
30281,920465,12/31/2019,2019,LA JOLLA PHARMACEUTICAL CO,USD,23.054,-116.508,-5.053700009,,-1.886,,-84.784,,-100.349,,A,
30281,920465,12/31/2020,2020,LA JOLLA PHARMACEUTICAL CO,USD,33.419,-39.421,-1.179598432,3.874101577,0.171,2.057,-67.468,17.316,-23.022,77.327,A,
332115,921114,12/31/2019,2019,ARMATA PHARMACEUTICALS INC,USD,0,-19.479,,,0.038,,-3.73,,-16.638,,A,
332115,921114,12/31/2020,2020,ARMATA PHARMACEUTICALS INC,USD,0.823,-22.181,-26.95139733,,-0.191,-0.229,4.116,7.846,-20.473,-3.835,A,
21901,921299,12/31/2019,2019,FIBROGEN INC,USD,256.577,-76.97,-0.299987918,,-114.001,,37.008,,-78.167,,A,
21901,921299,12/31/2020,2020,FIBROGEN INC,USD,176.319,-189.291,-1.073571198,-0.77358328,195.778,309.779,552.127,515.119,-264.602,-186.435,A,
30312,921582,12/31/2019,2019,IMAX CORP,USD,395.664,46.866,0.118448987,,-34.874,,-32.106,,120.048,,A,
30312,921582,12/31/2020,2020,IMAX CORP,USD,137.003,-143.775,-1.049429575,-1.167878562,-26.013,8.861,207.895,240.001,-51.552,-171.6,A,
30259,921738,12/31/2019,2019,PENN NATIONAL GAMING INC,USD,5301.4,43.9,0.008280831,,-84.1,,-26,,1163.2,,A,
30259,921738,12/31/2020,2020,PENN NATIONAL GAMING INC,USD,3578.7,-669.5,-0.187079107,-0.195359938,-77.8,6.3,1415.2,1441.2,592.3,-570.9,A,
106100,922247,12/31/2019,2019,CYCLO THERAPEUTICS INC,USD,1.007,-7.533,-7.480635551,,-0.729,,0.567,,-7.539,,A,
106100,922247,12/31/2020,2020,CYCLO THERAPEUTICS INC,USD,0.903,-8.942,-9.902547065,-2.421911514,-0.105,0.624,10.062,9.495,-8.949,-1.41,A,
30398,922521,12/31/2019,2019,FALCONSTOR SOFTWARE INC,USD,16.544,-1.752,-0.10589942,,-2.582,,-1.585,,0.849,,A,
30398,922521,12/31/2020,2020,FALCONSTOR SOFTWARE INC,USD,14.769,1.138,0.077053287,0.182952707,-3.53,-0.948,0.445,2.03,3.075,2.226,A,
26520,922612,05/31/2020,2019,SCHMITT INDUSTRIES INC/OR,USD,4.19,3.881,0.926252983,,0.799,,9.099,,-1.177,,A,
26520,922612,05/31/2021,2020,SCHMITT INDUSTRIES INC/OR,USD,7.864,-8.09,-1.028738555,-1.954991539,0.818,0.019,-6.534,-15.633,-8.309,-7.132,A,
30463,923120,08/31/2019,2019,GREENBRIER COS INC (THE),USD,3033.591,71.076,0.023429658,,-12.432,,-200.987,,253.898,,A,
30463,923120,08/31/2020,2020,GREENBRIER COS INC (THE),USD,2792.189,48.967,0.017537137,-0.005892521,-92.915,-80.483,503.6,704.587,269.946,16.048,A,
30463,923120,08/31/2021,2021,GREENBRIER COS INC (THE),USD,1747.981,32.477,0.018579721,0.001042585,-108.401,-15.486,-170.691,-674.291,140.511,-129.435,A,3 years
30964,923601,03/31/2020,2019,SINGING MACHINE CO INC,USD,38.501,-2.857,-0.074205865,,0.681,,0.134,,-1.876,,A,
30964,923601,03/31/2021,2020,SINGING MACHINE CO INC,USD,45.803,2.172,0.047420475,0.121626339,-0.503,-1.184,0.051,-0.083,1.723,3.599,A,
30614,924168,12/31/2019,2019,ENERGY FOCUS INC,USD,12.705,-7.373,-0.580322708,,-2.157,,-5.643,,-6.433,,A,
30614,924168,12/31/2020,2020,ENERGY FOCUS INC,USD,16.828,-5.981,-0.355419539,0.224903169,0.811,2.968,1.486,7.129,-3.946,2.487,A,
22373,924383,09/30/2019,2019,GENASYS INC,USD,36.979,2.785,0.075313015,,4.834,,7.711,,3.961,,A,
22373,924383,09/30/2020,2020,GENASYS INC,USD,43.01,11.874,0.276075331,0.200762316,0.166,-4.668,4.479,-3.232,6.841,2.88,A,
65016,924515,12/31/2019,2019,GUIDED THERAPEUTICS INC,USD,0.036,-1.921,-53.36111111,,0.034,,0.899,,-0.916,,A,
65016,924515,12/31/2020,2020,GUIDED THERAPEUTICS INC,USD,0.102,-0.279,-2.735294118,50.62581699,-0.056,-0.09,-0.717,-1.616,-1.052,-0.136,A,
66588,924717,09/30/2019,2019,SURMODICS INC,USD,100.077,7.592,0.075861587,,-4.821,,6.693,,13.86,,A,
66588,924717,09/30/2020,2020,SURMODICS INC,USD,94.864,1.123,0.011838,-0.064023587,-2.333,2.488,0.424,-6.269,6.012,-7.848,A,
61709,924719,12/31/2019,2019,SMITH-MIDLAND CORP,USD,46.691,1.959,0.041956694,,-2.382,,-0.582,,4.339,,A,
61709,924719,12/31/2020,2020,SMITH-MIDLAND CORP,USD,43.862,2.665,0.060758743,0.018802049,-1.183,1.199,7.4,7.982,6.171,1.832,A,
30558,924822,12/31/2019,2019,MILLER INDUSTRIES INC/TN,USD,818.166,39.111,0.047803258,,-0.92,,-0.965,,62.221,,A,
30558,924822,12/31/2020,2020,MILLER INDUSTRIES INC/TN,USD,651.286,29.83,0.045801691,-0.002001567,1.973,2.893,31.449,32.414,48.242,-13.979,A,
114209,925660,12/31/2019,2019,FLEXPOINT SENSOR SYSTEMS INC,USD,0.833,-0.575,-0.69027611,,-0.014,,0.152,,-0.039,,A,
114209,925660,12/31/2020,2020,FLEXPOINT SENSOR SYSTEMS INC,USD,0.099,-0.607,-6.131313131,-5.441037021,0.018,0.032,-0.17,-0.322,-0.794,-0.755,A,
24598,925741,12/31/2019,2019,BIOCARDIA INC,USD,0.71,-14.709,-20.71690141,,0.053,,0.227,,-14.102,,A,
24598,925741,12/31/2020,2020,BIOCARDIA INC,USD,0.145,-15.004,-103.4758621,-82.75896066,-0.295,-0.348,15.822,15.595,-15.461,-1.359,A,
30576,926282,12/31/2019,2019,ADTRAN INC,USD,530.061,-52.982,-0.099954534,,-15.343,,-31.731,,-14.282,,A,
30576,926282,12/31/2020,2020,ADTRAN INC,USD,506.51,2.378,0.004694873,0.104649406,4.397,19.74,-13.594,18.137,13.12,27.402,A,
142956,926326,12/31/2019,2019,OMNICELL INC,USD,897.027,61.338,0.068379213,,4.119,,60.018,,133.626,,A,
142956,926326,12/31/2020,2020,OMNICELL INC,USD,892.208,32.194,0.036083514,-0.032295699,-18.688,-22.807,362.71,302.692,115.042,-18.584,A,
31214,926423,01/31/2020,2019,MIND TECHNOLOGY INC,USD,42.675,-11.287,-0.264487405,,-1.019,,-6.315,,-1.985,,A,
31214,926423,01/31/2021,2020,MIND TECHNOLOGY INC,USD,21.215,-20.306,-0.957152958,-0.692665553,-0.703,0.316,1.377,7.692,-8.342,-6.357,A,
140042,926617,12/31/2019,2019,ASPIRA WOMENS HEALTH INC,USD,4.538,-15.237,-3.35764654,,0.762,,2.343,,-14.945,,A,
140042,926617,12/31/2020,2020,ASPIRA WOMENS HEALTH INC,USD,4.651,-17.905,-3.84970974,-0.4920632,1.275,0.513,4.928,2.585,-17.716,-2.771,A,
61562,927003,12/31/2019,2019,ADVANCED ENERGY INDS INC,USD,788.948,64.941,0.08231341,,-14.898,,-8.111,,110.704,,A,
61562,927003,12/31/2020,2020,ADVANCED ENERGY INDS INC,USD,1415.826,134.675,0.095121152,0.012807742,-21.499,-6.601,133.927,142.038,262.311,151.607,A,
61483,927066,12/31/2019,2019,DAVITA INC,USD,11388.479,810.981,0.071210651,,255.894,,793.298,,2370.682,,A,
61483,927066,12/31/2020,2020,DAVITA INC,USD,11550.604,773.642,0.066978489,-0.004232162,-87.005,-342.899,-706.928,-1500.226,2349.407,-21.275,A,
31516,927761,12/31/2019,2019,MYMETICS CORP,USD,0.733,-4.699,-6.410641201,,-0.054,,0.229,,-1.651,,A,
31516,927761,12/31/2020,2020,MYMETICS CORP,USD,0.805,-5.012,-6.226086957,0.184554244,0.005,0.059,0.483,0.254,-1.876,-0.225,A,
28347,928054,12/31/2019,2019,FLOTEK INDUSTRIES INC,USD,119.353,-32.279,-0.270449842,,-5.813,,98.194,,-66.71,,A,
28347,928054,12/31/2020,2020,FLOTEK INDUSTRIES INC,USD,53.141,-136.45,-2.567697258,-2.297247416,1.226,7.039,-61.914,-160.108,-55.303,11.407,A,
28378,929351,03/31/2020,2019,LIONS GATE ENTERTAINMENT CP,USD,3890,-188.4,-0.048431877,,348.4,,133.9,,275,,A,
28378,929351,03/31/2021,2020,LIONS GATE ENTERTAINMENT CP,USD,3271.5,-18.9,-0.005777166,0.04265471,67.8,-280.6,210.5,76.6,407.2,132.2,A,
30870,929940,06/30/2019,2019,ASPEN TECHNOLOGY INC,USD,598.345,262.734,0.439101187,,32.827,,-24.239,,292.383,,A,
30870,929940,06/30/2020,2020,ASPEN TECHNOLOGY INC,USD,598.717,229.671,0.383605276,-0.055495911,-28.682,-61.509,215.87,240.109,266.987,-25.396,A,
30870,929940,06/30/2021,2021,ASPEN TECHNOLOGY INC,USD,709.376,319.803,0.450822977,0.067217701,-6.93,21.752,92.057,-123.813,373.176,106.189,A,3 years
61179,930420,12/31/2019,2019,KFORCE INC,USD,1347.387,130.862,0.097122801,,-11.802,,19.719,,82.906,,A,
61179,930420,12/31/2020,2020,KFORCE INC,USD,1397.7,56.039,0.040093725,-0.057029076,16.004,27.806,83.655,63.936,85.511,2.605,A,
63122,930775,03/31/2020,2019,ENCISION INC,USD,7.67,-0.198,-0.025814863,,0.067,,0.087,,-0.045,,A,
63122,930775,03/31/2021,2020,ENCISION INC,USD,7.538,0.585,0.077606792,0.103421655,-0.019,-0.086,1.089,1.002,-0.003,0.042,A,
14311,931015,12/31/2019,2019,POLARIS INC,USD,6782.518,323.96,0.047763972,,-1.174,,3.16,,660.064,,A,
14311,931015,12/31/2020,2020,POLARIS INC,USD,7025,124.8,0.017765125,-0.029998847,9.3,10.474,461.2,458.04,796.4,136.336,A,
187677,931059,12/31/2019,2019,RENNOVA HEALTH INC,USD,15.987,-48.033,-3.004503659,,10.067,,0.01,,-15.536,,A,
187677,931059,12/31/2020,2020,RENNOVA HEALTH INC,USD,7.2,-18.34,-2.547222222,0.457281437,8.451,-1.616,0.008,-0.002,-16.244,-0.708,A,
61153,931148,12/31/2019,2019,GRAFTECH INTERNATIONAL LTD,USD,1790.793,744.602,0.415794567,,1.44,,31.055,,1035.864,,A,
61153,931148,12/31/2020,2020,GRAFTECH INTERNATIONAL LTD,USD,1224.361,434.374,0.354776083,-0.061018484,-41.299,-42.739,64.507,33.452,651.572,-384.292,A,
62655,931336,12/31/2019,2019,DEAN FOODS CO,USD,7328.663,-499.942,-0.068217354,,-142.618,,55.835,,-51.056,,I,
31170,931584,12/31/2019,2019,UNVL STAINLESS & ALLOY PRODS,USD,243.007,4.275,0.017592086,,-5.846,,-3.921,,24.348,,A,
31170,931584,12/31/2020,2020,UNVL STAINLESS & ALLOY PRODS,USD,179.731,-19.047,-0.10597504,-0.123567126,2.63,8.476,-0.006,3.915,3.603,-20.745,A,
31567,933034,06/30/2019,2019,STRATTEC SECURITY CORP,USD,487.006,-17.029,-0.034966715,,5.855,,-0.281,,27.773,,A,
31567,933034,06/30/2020,2020,STRATTEC SECURITY CORP,USD,385.3,-7.605,-0.019737867,0.015228848,-0.029,-5.884,3.965,4.246,10.667,-17.106,A,
31567,933034,06/30/2021,2021,STRATTEC SECURITY CORP,USD,485.295,22.532,0.046429491,0.066167358,-2.435,-2.406,2.691,-1.274,53.701,43.034,A,3 years
31460,933036,12/31/2019,2019,RENT-A-CENTER INC,USD,2669.852,173.546,0.065002105,,-643.936,,-84.897,,880.314,,A,
31460,933036,12/31/2020,2020,RENT-A-CENTER INC,USD,2814.191,208.115,0.073951981,0.008949876,-741.95,-98.014,88.955,173.852,952.66,72.346,A,
61971,933738,12/31/2019,2019,ENGLOBAL CORP,USD,56.446,-1.466,-0.025971725,,4.939,,2.247,,-1.012,,A,
61971,933738,12/31/2020,2020,ENGLOBAL CORP,USD,64.449,-0.625,-0.00969759,0.016274135,-4.105,-9.044,5.399,3.152,0.066,1.078,A,
62819,933972,12/31/2019,2019,374WATER INC,USD,0.024,-0.515,-21.45833333,,0.004,,0.012,,-0.407,,A,
62819,933972,12/31/2020,2020,374WATER INC,USD,0.04,-0.534,-13.35,8.108333333,-0.017,-0.021,0.075,0.063,-0.399,0.008,A,
31477,933974,09/30/2019,2019,BROOKS AUTOMATION INC,USD,780.848,437.416,0.560180727,,20.651,,107.463,,109.53,,A,
31477,933974,09/30/2020,2020,BROOKS AUTOMATION INC,USD,897.273,64.853,0.072277891,-0.487902836,19.228,-1.423,-2.645,-110.108,146.122,36.592,A,
31564,935036,12/31/2019,2019,ACI WORLDWIDE INC,USD,1258.294,67.062,0.053295971,,-54.256,,-27.104,,271.225,,A,
31564,935036,12/31/2020,2020,ACI WORLDWIDE INC,USD,1294.322,72.66,0.056137499,0.002841528,26.34,80.596,43.976,71.08,329.66,58.435,A,
31607,935494,12/31/2019,2019,NATIONAL INSTRUMENTS CORP,USD,1353.215,162.151,0.119826487,,-9.237,,-64.77,,251.642,,A,
31607,935494,12/31/2020,2020,NATIONAL INSTRUMENTS CORP,USD,1286.671,143.659,0.111651697,-0.008174791,53.293,62.53,65.616,130.386,188.668,-62.974,A,
64356,936395,10/31/2019,2019,CIENA CORP,USD,3572.131,253.434,0.070947566,,-52.398,,158.727,,488.747,,A,
64356,936395,10/31/2020,2020,CIENA CORP,USD,3532.157,361.291,0.102286223,0.031338657,-157.519,-105.121,184.547,25.82,637.166,148.419,A,
6774,936468,12/31/2019,2019,LOCKHEED MARTIN CORP,USD,59812,6230,0.1041597,,412,,742,,9616,,A,
6774,936468,12/31/2020,2020,LOCKHEED MARTIN CORP,USD,65398,6833,0.104483318,0.000323617,472,60,1646,904,9971,355,A,
140988,937098,12/31/2019,2019,TRINET GROUP INC,USD,3856,212,0.054979253,,-95,,107,,314,,A,
140988,937098,12/31/2020,2020,TRINET GROUP INC,USD,4034,272,0.067426872,0.012447618,48,143,187,80,415,101,A,
177881,937556,12/31/2019,2019,MASIMO CORP,USD,937.837,196.216,0.209221858,,4.323,,15.434,,244.703,,A,
177881,937556,12/31/2020,2020,MASIMO CORP,USD,1143.744,240.302,0.210101211,0.000879353,-23.375,-27.698,76.929,61.495,284.649,39.946,A,
133885,939767,12/31/2019,2019,EXELIXIS INC,USD,967.775,321.012,0.331701067,,29.1,,-47.738,,377.818,,A,
133885,939767,12/31/2020,2020,EXELIXIS INC,USD,987.538,111.781,0.113191594,-0.218509473,24.227,-4.873,52.635,100.373,124.301,-253.517,A,
133844,941685,12/31/2019,2019,IMAGEWARE SYSTEMS INC,USD,3.506,-11.581,-3.303194524,,0.687,,-4.664,,-12.176,,A,
133844,941685,12/31/2020,2020,IMAGEWARE SYSTEMS INC,USD,4.785,-7.253,-1.515778474,1.787416049,-0.535,-1.222,7.315,11.979,-9.207,2.969,A,
31775,943034,12/31/2019,2019,AUTOSCOPE TECHNOLOGIES CORP,USD,14.732,6.995,0.474816725,,-1.809,,0.882,,2.633,,A,
31775,943034,12/31/2020,2020,AUTOSCOPE TECHNOLOGIES CORP,USD,13.173,1.063,0.080695362,-0.394121364,-0.078,1.731,3.487,2.605,1.568,-1.065,A,
165728,943184,12/31/2019,2019,EVER-GLORY INTL GROUP INC,USD,383.101,1.27,0.003315053,,-2.334,,3.743,,11.707,,A,
165728,943184,12/31/2020,2020,EVER-GLORY INTL GROUP INC,USD,267.354,3.28,0.012268378,0.008953326,-15.008,-12.674,70.968,67.225,9.434,-2.273,A,
60979,943452,12/31/2019,2019,WABTEC CORP,USD,8323,326.7,0.039252673,,215.2,,-1738.1,,1565.7,,A,
60979,943452,12/31/2020,2020,WABTEC CORP,USD,7556.1,414.4,0.054843107,0.015590434,-624.9,-840.1,-5.5,1732.6,1325.3,-240.4,A,
31887,943819,06/30/2019,2019,RESMED INC,USD,2606.572,404.592,0.155219959,,-74.853,,-41.573,,786.495,,A,
31887,943819,06/30/2020,2020,RESMED INC,USD,2957.013,621.674,0.210237155,0.055017195,-82.423,-7.57,316.028,357.601,962.654,176.159,A,
31887,943819,06/30/2021,2021,RESMED INC,USD,3196.825,474.505,0.148430083,-0.061807072,152.554,234.977,-167.878,-483.906,1077.488,114.834,A,3 years
60801,944075,12/31/2019,2019,SOCKET MOBILE INC,USD,19.253,0.287,0.014906768,,0.102,,-0.126,,1.027,,A,
60801,944075,12/31/2020,2020,SOCKET MOBILE INC,USD,15.7,-3.279,-0.208853503,-0.223760271,-0.205,-0.307,1.163,1.289,0.629,-0.398,A,
31752,944148,12/31/2019,2019,CBIZ INC,USD,948.424,70.714,0.07455948,,-0.906,,15.951,,102.867,,A,
31752,944148,12/31/2020,2020,CBIZ INC,USD,963.897,78.299,0.081231708,0.006672229,15.139,16.045,23.83,7.879,115.619,12.752,A,
61077,944480,12/31/2019,2019,GSE SYSTEMS INC,USD,82.975,-12.085,-0.145646279,,-1.186,,-0.432,,3.329,,A,
61077,944480,12/31/2020,2020,GSE SYSTEMS INC,USD,57.62,-10.537,-0.182870531,-0.037224252,-0.516,0.67,-4.989,-4.557,-0.658,-3.987,A,
61490,944809,12/31/2019,2019,OPKO HEALTH INC,USD,901.935,-314.925,-0.34916596,,-79.686,,-11.021,,-102.7,,A,
61490,944809,12/31/2020,2020,OPKO HEALTH INC,USD,1419.213,30.586,0.021551381,0.370717341,130.47,210.156,-13.241,-2.22,125.887,228.587,A,
61068,945384,12/31/2019,2019,CICERO INC,USD,1.536,-1.609,-1.047526042,,-0.312,,-0.08,,-1.345,,A,
63798,945828,06/30/2019,2019,AMERITYRE CORP,USD,3.59,0.041,0.011420613,,0,,0.343,,0.1,,A,
63798,945828,06/30/2020,2020,AMERITYRE CORP,USD,3.941,0.043,0.010910936,-0.000509677,-0.152,-0.152,0.11,-0.233,0.134,0.034,A,
63798,945828,06/30/2021,2021,AMERITYRE CORP,USD,4.863,0.258,0.053053671,0.042142734,-0.171,-0.019,-0.151,-0.261,0.16,0.026,A,3 years
61285,946454,12/31/2019,2019,BALLANTYNE STRONG INC,USD,62.55,-10.103,-0.161518785,,-0.916,,-1.746,,-0.593,,A,
61285,946454,12/31/2020,2020,BALLANTYNE STRONG INC,USD,21.5,-0.347,-0.016139535,0.14537925,-0.591,0.325,-0.515,1.231,-4.975,-4.382,A,
61140,946486,12/31/2019,2019,WINDTREE THERAPEUTICS INC,USD,0.198,-27.475,-138.7626263,,-1.046,,11.374,,-24.698,,A,
61140,946486,12/31/2020,2020,WINDTREE THERAPEUTICS INC,USD,0,-32.566,,,-1.366,-0.32,-5.648,-17.022,-29.252,-4.554,A,
143526,946563,12/31/2019,2019,RETRACTABLE TECHNOLOGIES INC,USD,41.797,3.148,0.07531641,,0.188,,-3.713,,3.824,,A,
143526,946563,12/31/2020,2020,RETRACTABLE TECHNOLOGIES INC,USD,81.862,24.223,0.295900418,0.220584008,0.096,-0.092,11.632,15.345,24.902,21.078,A,
64630,946581,03/31/2020,2019,TAKE-TWO INTERACTIVE SFTWR,USD,3088.97,404.459,0.130936526,,-31.798,,601.406,,662.26,,A,
64630,946581,03/31/2021,2020,TAKE-TWO INTERACTIVE SFTWR,USD,3372.772,588.886,0.174600003,0.043663477,-44.109,-12.311,66.855,-534.551,828.695,166.435,A,
62525,946644,12/31/2019,2019,AIM IMMUNOTECH INC,USD,0.14,-9.533,-68.09285714,,-0.008,,1.171,,-11.651,,A,
62525,946644,12/31/2020,2020,AIM IMMUNOTECH INC,USD,0.163,-14.4,-88.34355828,-20.25070114,0.698,0.706,37.031,35.86,-14.284,-2.633,A,
61321,948708,12/31/2019,2019,SMITH MICRO SOFTWARE INC,USD,43.346,10.722,0.247358464,,-0.253,,16.109,,11.792,,A,
61321,948708,12/31/2020,2020,SMITH MICRO SOFTWARE INC,USD,51.3,4.165,0.081189084,-0.166169381,-0.204,0.049,-2.514,-18.623,8.04,-3.752,A,
62516,949157,12/31/2019,2019,CENTURY ALUMINUM CO,USD,1836.6,-80.8,-0.043994337,,-0.2,,0,,1.7,,A,
62516,949157,12/31/2020,2020,CENTURY ALUMINUM CO,USD,1605.1,-123.3,-0.076817644,-0.032823306,-2,-1.8,44.6,44.6,3,1.3,A,
32271,949858,12/31/2019,2019,ACHIEVE LIFE SCIENCES INC,USD,0,-16.395,,,0.205,,7.149,,-16.274,,A,
32271,949858,12/31/2020,2020,ACHIEVE LIFE SCIENCES INC,USD,0,-14.73,,,-0.462,-0.667,19.189,12.04,-14.495,1.779,A,
61581,949870,12/31/2019,2019,BOSTON BEER INC  -CL A,USD,1249.824,110.041,0.088045197,,27.554,,-71.729,,212.05,,A,
61581,949870,12/31/2020,2020,BOSTON BEER INC  -CL A,USD,1739.732,191.96,0.110338834,0.022293637,7.015,-20.539,126.612,198.341,330.33,118.28,A,
62553,1000230,10/31/2019,2019,OPTICAL CABLE CORP,USD,71.324,-5.669,-0.079482362,,0.235,,0.36,,-3.448,,A,
62553,1000230,10/31/2020,2020,OPTICAL CABLE CORP,USD,55.277,-6.121,-0.110733216,-0.031250854,0.502,0.267,-0.396,-0.756,-3.774,-0.326,A,
61519,1000623,12/31/2019,2019,SCHWEITZER-MAUDUIT INTL INC,USD,1022.8,85.8,0.083887368,,-0.2,,9.2,,197.2,,A,
61519,1000623,12/31/2020,2020,SCHWEITZER-MAUDUIT INTL INC,USD,1074.4,83.8,0.077997022,-0.005890346,0.6,0.8,-48.3,-57.5,212.7,15.5,A,
61712,1000683,12/31/2019,2019,BLONDER TONGUE LABS INC,USD,19.842,-0.742,-0.037395424,,-1.538,,0.013,,-7.254,,A,
61712,1000683,12/31/2020,2020,BLONDER TONGUE LABS INC,USD,16.379,-7.474,-0.456316014,-0.418920591,-0.273,1.265,-0.503,-0.516,-6.769,0.485,A,
61655,1000694,12/31/2019,2019,NOVAVAX INC,USD,18.662,-132.694,-7.110384739,,-12.533,,0.221,,-123.921,,A,
61655,1000694,12/31/2020,2020,NOVAVAX INC,USD,475.598,-418.259,-0.879438097,6.230946642,-151.144,-138.611,566.558,566.337,-163.273,-39.352,A,
61574,1000697,12/31/2019,2019,WATERS CORP,USD,2406.596,592.198,0.246072876,,-48.555,,-460.565,,829.945,,A,
61574,1000697,12/31/2020,2020,WATERS CORP,USD,2365.365,521.571,0.22050339,-0.025569487,46.051,94.606,100.98,561.545,814.171,-15.774,A,
64302,1000753,12/31/2019,2019,INSPERITY INC,USD,4314.804,151.099,0.03501874,,-25.418,,57.076,,215.356,,A,
64302,1000753,12/31/2020,2020,INSPERITY INC,USD,4287.004,138.237,0.032245596,-0.002773144,25.596,51.014,194.149,137.073,225.878,10.522,A,
65896,1001115,09/30/2019,2019,GEOSPACE TECHNOLOGIES CORP,USD,95.809,-0.146,-0.001523865,,-0.057,,6.991,,11.41,,A,
65896,1001115,09/30/2020,2020,GEOSPACE TECHNOLOGIES CORP,USD,95.828,-19.242,-0.200797262,-0.199273397,-2.543,-2.486,13.761,6.77,15.418,4.008,A,
133871,1001233,12/31/2019,2019,SANGAMO THERAPEUTICS INC,USD,102.428,-95.186,-0.929296677,,-40.404,,-61.99,,-101.25,,A,
133871,1001233,12/31/2020,2020,SANGAMO THERAPEUTICS INC,USD,118.192,-120.996,-1.02372411,-0.094427433,203.674,244.078,50.901,112.891,-123.87,-22.62,A,
61567,1001250,06/30/2019,2019,ESTEE LAUDER COMPANIES INC,USD,14866,1785,0.120072649,,542,,806,,3153,,A,
61567,1001250,06/30/2020,2020,ESTEE LAUDER COMPANIES INC,USD,14294,684,0.047852246,-0.072220403,-633,-1175,2035,1229,2692,-461,A,
61567,1001250,06/30/2021,2021,ESTEE LAUDER COMPANIES INC,USD,16229,2870,0.176843921,0.128991676,1092,1725,-64,-2099,3698,1006,A,3 years
61711,1001316,12/31/2019,2019,TG THERAPEUTICS INC,USD,0.152,-172.871,-1137.309211,,28.505,,70.689,,-168.955,,A,
61711,1001316,12/31/2020,2020,TG THERAPEUTICS INC,USD,0.152,-279.381,-1838.032895,-700.7236842,-31.339,-59.844,440.81,370.121,-273.436,-104.481,A,
61635,1001385,12/31/2019,2019,NORTHWEST PIPE CO,USD,279.317,27.902,0.099893669,,0.343,,24.337,,43.631,,A,
61635,1001385,12/31/2020,2020,NORTHWEST PIPE CO,USD,285.907,19.05,0.066630058,-0.033263611,2.424,2.081,6.913,-17.424,41.607,-2.024,A,
63337,1001601,12/31/2019,2019,MGT CAPITAL INVESTMENTS INC,USD,0.45,-8.781,-19.51333333,,0.116,,0.12,,-7.331,,A,
